chr,start,end,length,abs_summit,pileup,-log10(pvalue),fold_enrichment,-log10(qvalue),name,mean
chr10,125694944,125695513,570,125695203,139.1,118.146,15.5666,114.154,replikate2_peak_3931,125695228.5
chr10,125701507,125701909,403,125701696,53.24,55.9602,18.0785,52.5345,replikate2_peak_3932,125701708
chr10,125836765,125837040,276,125836904,109.05,28.6101,3.54991,25.5296,replikate2_peak_3933,125836902.5
chr10,125928290,125928678,389,125928506,34.35,7.28108,2.71889,4.71619,replikate2_peak_3934,125928484
chr10,126058212,126058899,688,126058601,54.95,29.6055,6.99411,26.5097,replikate2_peak_3935,126058555.5
chr10,126059346,126060118,773,126059757,256.73,200.471,14.3185,195.784,replikate2_peak_3936,126059732
chr10,126062397,126062804,408,126062629,59.25,59.2628,17.2878,55.8025,replikate2_peak_3937,126062600.5
chr10,126066468,126066931,464,126066627,22.32,16.3197,7.77487,13.4673,replikate2_peak_3938,126066699.5
chr10,126114012,126114273,262,126114141,23.18,13.5895,6.04581,10.8046,replikate2_peak_3939,126114142.5
chr10,126118453,126118763,311,126118566,40.36,22.9833,6.89267,19.9963,replikate2_peak_3940,126118608
chr10,126175798,126176322,525,126176040,86.72,106.993,29.2409,103.097,replikate2_peak_3941,126176060
chr10,126177230,126177634,405,126177516,14.6,9.15784,5.65719,6.51977,replikate2_peak_3942,126177432
chr10,126240595,126241057,463,126240826,53.24,79.14,31.3986,75.4875,replikate2_peak_3943,126240826
chr10,126387798,126388178,381,126388041,8.59,7.08752,5.54984,4.52825,replikate2_peak_3944,126387988
chr10,126458370,126458809,440,126458567,44.65,48.7153,18.216,45.3704,replikate2_peak_3945,126458589.5
chr10,126508976,126509492,517,126509259,19.75,18.7993,10.3744,15.8902,replikate2_peak_3946,126509234
chr10,126543394,126544228,835,126543886,77.28,92.4311,26.0925,88.6619,replikate2_peak_3947,126543811
chr10,126545062,126545563,502,126545343,17.17,18.5882,10.5173,15.6859,replikate2_peak_3948,126545312.5
chr10,126660281,126660536,256,126660430,11.16,9.06087,6.06902,6.42726,replikate2_peak_3949,126660408.5
chr10,126664009,126664417,409,126664218,14.6,14.0673,8.77165,11.2733,replikate2_peak_3950,126664213
chr10,126664611,126664935,325,126664718,18.89,12.1886,6.63002,9.44094,replikate2_peak_3951,126664773
chr10,126666071,126666592,522,126666357,58.39,80.4684,29.6345,76.804,replikate2_peak_3952,126666331.5
chr10,126691458,126691785,328,126691613,22.32,10.2238,4.66492,7.54173,replikate2_peak_3953,126691621.5
chr10,126692211,126692517,307,126692430,8.59,6.40804,5.10322,3.88762,replikate2_peak_3954,126692364
chr10,126804511,126804858,348,126804654,12.02,11.699,7.42781,8.97248,replikate2_peak_3955,126804684.5
chr10,126818149,126818513,365,126818323,24.9,11.8043,5.18011,9.07217,replikate2_peak_3956,126818331
chr10,126841475,126841808,334,126841652,11.16,9.08008,6.08115,6.44397,replikate2_peak_3957,126841641.5
chr10,126918121,126918889,769,126918581,128.8,217.906,64.7684,213.072,replikate2_peak_3958,126918505
chr10,126934332,126934819,488,126934654,13.74,11.9223,7.74229,9.18531,replikate2_peak_3959,126934575.5
chr10,126935445,126936017,573,126935777,194.91,247.74,39.1822,242.647,replikate2_peak_3960,126935731
chr10,126940685,126941305,621,126940939,176.88,112.094,9.88221,108.155,replikate2_peak_3961,126940995
chr10,127329053,127329451,399,127329216,33.49,38.8346,17.209,35.6093,replikate2_peak_3962,127329252
chr10,127908682,127909079,398,127908848,103.9,66.3123,9.53594,62.7799,replikate2_peak_3963,127908880.5
chr10,127914629,127915028,400,127914817,48.08,63.1264,24.4929,59.6282,replikate2_peak_3964,127914828.5
chr10,127922877,127923451,575,127923247,40.36,49.8789,20.6367,46.5206,replikate2_peak_3965,127923164
chr10,127928037,127928647,611,127928277,126.22,48.5252,5.0888,45.1841,replikate2_peak_3966,127928342
chr10,127937107,127937371,265,127937236,12.02,10.1966,6.51047,7.51667,replikate2_peak_3967,127937239
chr10,127945294,127945751,458,127945525,30.05,38.0511,17.7138,34.8356,replikate2_peak_3968,127945522.5
chr10,128007117,128007508,392,128007346,36.06,7.38964,2.64735,4.81911,replikate2_peak_3969,128007312.5
chr10,128009403,128009731,329,128009536,14.6,9.96299,6.16209,7.29652,replikate2_peak_3970,128009567
chr10,128095162,128095605,444,128095399,36.92,43.499,18.9229,40.2149,replikate2_peak_3971,128095383.5
chr10,128194798,128195134,337,128194998,39.5,25.522,8.09948,22.4918,replikate2_peak_3972,128194966
chr10,128540880,128541842,963,128541437,89.3,60.3283,10.0332,56.8564,replikate2_peak_3973,128541361
chr10,129036886,129037368,483,129037123,41.21,51.5718,21.1073,48.1946,replikate2_peak_3974,129037127
chr10,129169141,129169421,281,129169303,21.47,17.7633,8.96488,14.8773,replikate2_peak_3975,129169281
chr10,129415712,129416038,327,129415920,13.74,13.1706,8.53239,10.3972,replikate2_peak_3976,129415875
chr10,129502150,129502500,351,129502305,17.17,14.5462,8.05888,11.7339,replikate2_peak_3977,129502325
chr10,129865924,129866209,286,129866035,12.88,10.1756,6.92594,7.50007,replikate2_peak_3978,129866066.5
chr10,130070443,130070715,273,130070570,10.3,9.41099,6.54403,6.75706,replikate2_peak_3979,130070579
chr10,130748763,130749158,396,130748965,9.45,8.22881,6.04694,5.62202,replikate2_peak_3980,130748960.5
chr10,131085197,131085555,359,131085344,20.61,14.2141,7.20245,11.4161,replikate2_peak_3981,131085376
chr10,131098981,131099404,424,131099219,21.47,16.3944,8.14871,13.5411,replikate2_peak_3982,131099192.5
chr10,131111568,131111956,389,131111756,18.89,17.4659,9.92518,14.5872,replikate2_peak_3983,131111762
chr10,131126776,131127158,383,131126967,39.5,41.7178,16.3237,38.4571,replikate2_peak_3984,131126967
chr10,131129578,131129854,277,131129697,54.09,12.6563,3.06079,9.89582,replikate2_peak_3985,131129716
chr10,131236291,131236593,303,131236471,12.02,10.1756,6.49748,7.50007,replikate2_peak_3986,131236442
chr10,131655004,131655400,397,131655217,18.89,12.1886,6.63002,9.44094,replikate2_peak_3987,131655202
chr10,131906390,131906659,270,131906479,20.61,5.83711,3.08676,3.35429,replikate2_peak_3988,131906524.5
chr10,131909199,131909671,473,131909431,26.62,20.7457,9.20594,17.7978,replikate2_peak_3989,131909435
chr10,131924966,131925236,271,131925134,35.2,11.0065,3.62042,8.3007,replikate2_peak_3990,131925101
chr10,132163122,132163374,253,132163276,10.3,9.41099,6.54403,6.75706,replikate2_peak_3991,132163248
chr10,132164553,132165073,521,132164795,90.16,101.18,24.2375,97.3335,replikate2_peak_3992,132164813
chr10,132265601,132266114,514,132265851,108.19,133.675,31.1078,129.555,replikate2_peak_3993,132265857.5
chr10,132266399,132266694,296,132266520,18.03,12.1886,6.34381,9.44094,replikate2_peak_3994,132266546.5
chr10,132447823,132448188,366,132447994,18.03,14.3266,7.59434,11.5241,replikate2_peak_3995,132448005.5
chr10,132449271,132449521,251,132449325,6.87,4.94527,4.55566,2.50372,replikate2_peak_3996,132449396
chr10,132452225,132452501,277,132452445,7.73,5.99129,5.05275,3.48474,replikate2_peak_3997,132452363
chr10,132469104,132469492,389,132469325,30.05,38.5073,17.9771,35.2866,replikate2_peak_3998,132469298
chr10,132480186,132480788,603,132480412,22.32,16.3197,7.77487,13.4673,replikate2_peak_3999,132480487
chr10,132493404,132494011,608,132493694,117.63,85.9446,11.8634,82.2309,replikate2_peak_4000,132493707.5
chr10,132498074,132498468,395,132498274,15.46,13.5412,8.10976,10.7593,replikate2_peak_4001,132498271
chr10,132516876,132517551,676,132517154,56.67,20.2058,4.43617,17.2699,replikate2_peak_4002,132517213.5
chr10,132539234,132539735,502,132539523,35.2,41.9322,18.066,38.6672,replikate2_peak_4003,132539484.5
chr10,132549600,132549873,274,132549715,13.74,13.1706,8.53239,10.3972,replikate2_peak_4004,132549736.5
chr10,132556805,132557155,351,132556916,19.75,11.4278,5.91131,8.70765,replikate2_peak_4005,132556980
chr10,132567051,132567406,356,132567204,13.74,13.1706,8.53239,10.3972,replikate2_peak_4006,132567228.5
chr10,132572029,132572633,605,132572272,58.39,79.2397,28.9103,75.5865,replikate2_peak_4007,132572331
chr10,132575293,132575566,274,132575440,22.32,9.68857,4.42845,7.02891,replikate2_peak_4008,132575429.5
chr10,132591115,132591432,318,132591241,38.64,16.3077,4.95485,13.4569,replikate2_peak_4009,132591273.5
chr10,132685327,132685835,509,132685555,27.48,20.5204,8.73779,17.5772,replikate2_peak_4010,132685581
chr10,132758981,132759355,375,132759139,32.63,22.4566,8.40707,19.4806,replikate2_peak_4011,132759168
chr10,132760868,132761365,498,132761155,48.08,63.2096,24.5419,59.7102,replikate2_peak_4012,132761116.5
chr10,132764306,132764605,300,132764488,15.46,15.8299,9.52658,12.9905,replikate2_peak_4013,132764455.5
chr10,132764888,132765446,559,132765204,11.16,9.08008,6.08115,6.44397,replikate2_peak_4014,132765167
chr10,132915400,132915763,364,132915604,25.76,19.6141,8.91973,16.6902,replikate2_peak_4015,132915581.5
chr10,132916399,132916842,444,132916617,35.2,31.5779,12.0681,28.4528,replikate2_peak_4016,132916620.5
chr10,132999848,133000435,588,133000184,91.02,79.937,15.336,76.2782,replikate2_peak_4017,133000141.5
chr10,133002485,133002755,271,133002591,10.3,7.99793,5.65184,5.40272,replikate2_peak_4018,133002620
chr10,133278544,133279212,669,133278914,105.61,98.1192,17.7688,94.2993,replikate2_peak_4019,133278878
chr10,133280434,133280708,275,133280588,12.02,11.8804,7.53571,9.14771,replikate2_peak_4020,133280571
chr10,133327487,133328033,547,133327628,11.16,7.99791,5.39349,5.40272,replikate2_peak_4021,133327760
chr10,133359880,133360550,671,133360263,67.83,51.0033,11.4721,47.6332,replikate2_peak_4022,133360215
chr10,133364426,133364676,251,133364532,14.6,8.41215,5.19896,5.79785,replikate2_peak_4023,133364551
chr10,133523648,133524083,436,133523875,59.25,37.792,8.60659,34.581,replikate2_peak_4024,133523865.5
chr10,133560917,133561361,445,133561166,22.32,25.8953,13.5033,22.8568,replikate2_peak_4025,133561139
chr11,199849,200179,331,200050,15.46,13.7287,8.22775,10.9392,replikate2_peak_4026,200014
chr11,282684,283069,386,282901,16.31,17.1997,10.0237,14.33,replikate2_peak_4027,282876.5
chr11,355763,356013,251,355803,6.87,4.84946,4.48894,2.42236,replikate2_peak_4028,355888
chr11,393761,394135,375,393952,17.17,16.1877,9.06826,13.3411,replikate2_peak_4029,393948
chr11,395934,396453,520,396183,94.45,120.276,31.8168,116.267,replikate2_peak_4030,396193.5
chr11,408045,408746,702,408518,34.35,27.0844,10.07,24.0265,replikate2_peak_4031,408395.5
chr11,465931,466273,343,466081,18.89,15.7278,8.82043,12.8908,replikate2_peak_4032,466102
chr11,469809,470443,635,470150,145.11,180.489,34.274,175.978,replikate2_peak_4033,470126
chr11,704767,705115,349,704972,28.34,23.0554,9.77837,20.0663,replikate2_peak_4034,704941
chr11,738083,738376,294,738152,14.6,14.4863,9.02949,11.6786,replikate2_peak_4035,738229.5
chr11,742041,742478,438,742261,40.36,55.5018,23.9422,52.0829,replikate2_peak_4036,742259.5
chr11,801447,801905,459,801615,12.88,10.1966,6.93979,7.51667,replikate2_peak_4037,801676
chr11,844102,844707,606,844460,47.23,29.6682,8.03753,26.5704,replikate2_peak_4038,844404.5
chr11,1219859,1220283,425,1220050,39.5,15.1687,4.49971,12.3448,replikate2_peak_4039,1220071
chr11,1222780,1223085,306,1222966,30.91,10.6508,3.98888,7.95333,replikate2_peak_4040,1222932.5
chr11,1242182,1242542,361,1242369,23.18,27.4143,14.0004,24.352,replikate2_peak_4041,1242362
chr11,1368233,1368691,459,1368498,19.75,18.7993,10.3744,15.8902,replikate2_peak_4042,1368462
chr11,1485872,1486305,434,1486086,19.75,21.4521,12.012,18.4925,replikate2_peak_4043,1486088.5
chr11,1494756,1495056,301,1494894,36.06,19.3873,6.17714,16.4688,replikate2_peak_4044,1494906
chr11,1769145,1769479,335,1769262,36.06,19.3873,6.17714,16.4688,replikate2_peak_4045,1769312
chr11,1770637,1771228,592,1770922,91.02,99.4883,23.0039,95.6561,replikate2_peak_4046,1770932.5
chr11,1772412,1772978,567,1772746,159.71,122.797,13.3922,118.767,replikate2_peak_4047,1772695
chr11,1778100,1778371,272,1778199,8.59,5.94877,4.7932,3.44704,replikate2_peak_4048,1778235.5
chr11,1782981,1783264,284,1783115,22.32,15.2107,7.15699,12.3863,replikate2_peak_4049,1783122.5
chr11,1796370,1796952,583,1796651,342.6,90.9595,3.77579,87.202,replikate2_peak_4050,1796661
chr11,1802369,1802848,480,1802677,9.45,8.22881,6.04694,5.62202,replikate2_peak_4051,1802608.5
chr11,1807286,1807557,272,1807448,14.6,12.4985,7.78287,9.74363,replikate2_peak_4052,1807421.5
chr11,2160292,2160687,396,2160474,15.46,15.8299,9.52658,12.9905,replikate2_peak_4053,2160489.5
chr11,2165045,2165790,746,2165395,85.86,110.088,31.5067,106.167,replikate2_peak_4054,2165417.5
chr11,2168655,2169897,1243,2169274,242.14,417.041,88.1887,410.597,replikate2_peak_4055,2169276
chr11,2172032,2172282,251,2172193,7.73,4.98931,4.36388,2.53985,replikate2_peak_4056,2172157
chr11,2190770,2191668,899,2191029,72.98,51.4144,10.5692,48.0392,replikate2_peak_4057,2191219
chr11,2193130,2193832,703,2193465,284.21,379.955,47.377,373.736,replikate2_peak_4058,2193481
chr11,2202172,2202679,508,2202356,52.38,39.4255,10.6754,36.1926,replikate2_peak_4059,2202425.5
chr11,2257180,2257539,360,2257395,25.76,13.206,5.61578,10.4305,replikate2_peak_4060,2257359.5
chr11,2363507,2363879,373,2363718,13.74,13.1706,8.53239,10.3972,replikate2_peak_4061,2363693
chr11,2410090,2410471,382,2410284,20.61,14.2141,7.20245,11.4161,replikate2_peak_4062,2410280.5
chr11,2463405,2463750,346,2463579,12.88,11.8846,8.0353,9.14785,replikate2_peak_4063,2463577.5
chr11,2481292,2481625,334,2481500,10.3,9.40745,6.54185,6.7563,replikate2_peak_4064,2481458.5
chr11,2483380,2484003,624,2483695,249.01,270.197,27.7784,264.91,replikate2_peak_4065,2483691.5
chr11,3215265,3215846,582,3215507,29.19,36.8773,17.48,33.6775,replikate2_peak_4066,3215555.5
chr11,3340183,3340433,251,3340378,7.73,5.99129,5.05275,3.48474,replikate2_peak_4067,3340308
chr11,3605871,3606197,327,3606065,68.69,26.9281,4.97794,23.8742,replikate2_peak_4068,3606034
chr11,3662923,3663173,251,3663085,9.45,8.08823,5.95838,5.48964,replikate2_peak_4069,3663048
chr11,3699483,3699796,314,3699640,15.46,6.9063,4.11388,4.36344,replikate2_peak_4070,3699639.5
chr11,3773524,3773833,310,3773720,10.3,5.08049,3.76789,2.62386,replikate2_peak_4071,3773678.5
chr11,3813693,3814065,373,3813884,42.93,33.5372,10.983,30.3834,replikate2_peak_4072,3813879
chr11,3816427,3816860,434,3816613,28.34,28.6124,13.0089,25.5314,replikate2_peak_4073,3816643.5
chr11,3818894,3819241,348,3819085,63.54,41.8655,9.2199,38.6026,replikate2_peak_4074,3819067.5
chr11,3828190,3828546,357,3828375,20.61,20.1225,10.8037,17.1883,replikate2_peak_4075,3828368
chr11,3910132,3910392,261,3910170,8.59,7.08752,5.54984,4.52825,replikate2_peak_4076,3910262
chr11,5463527,5463953,427,5463740,18.03,19.7364,10.8565,16.8105,replikate2_peak_4077,5463740
chr11,5621075,5621389,315,5621180,13.74,6.35657,4.19893,3.83774,replikate2_peak_4078,5621232
chr11,5639884,5640184,301,5640007,12.02,9.01644,5.77426,6.3858,replikate2_peak_4079,5640034
chr11,6397744,6398000,257,6397907,9.45,8.08823,5.95838,5.48964,replikate2_peak_4080,6397872
chr11,6414807,6415216,410,6415012,24.9,25.6079,12.9503,22.574,replikate2_peak_4081,6415011.5
chr11,6536635,6536931,297,6536778,40.36,20.0984,5.88782,17.1653,replikate2_peak_4082,6536783
chr11,7538778,7539093,316,7538922,55.81,25.1668,5.66078,22.1449,replikate2_peak_4083,7538935.5
chr11,7540923,7541270,348,7541095,42.93,17.336,4.88133,14.4637,replikate2_peak_4084,7541096.5
chr11,7572207,7572710,504,7572453,45.51,13.1828,3.57753,10.4091,replikate2_peak_4085,7572458.5
chr11,7600314,7600630,317,7600424,39.5,7.18782,2.53109,4.62435,replikate2_peak_4086,7600472
chr11,7611407,7611747,341,7611546,30.91,12.3086,4.55872,9.55698,replikate2_peak_4087,7611577
chr11,8024768,8025058,291,8024864,12.02,10.1966,6.51047,7.51667,replikate2_peak_4088,8024913
chr11,8229930,8230268,339,8230077,18.89,19.7364,11.3463,16.8105,replikate2_peak_4089,8230099
chr11,9076632,9076882,251,9076734,19.75,7.99138,4.14974,5.40036,replikate2_peak_4090,9076757
chr11,9084020,9084443,424,9084214,103.04,58.9368,8.00282,55.4797,replikate2_peak_4091,9084231.5
chr11,9089645,9089973,329,9089778,24.9,18.4988,8.63351,15.5977,replikate2_peak_4092,9089809
chr11,9091745,9092313,569,9091963,45.51,58.0875,23.2075,54.6395,replikate2_peak_4093,9092029
chr11,9103413,9103815,403,9103636,94.45,31.4166,4.33865,28.294,replikate2_peak_4094,9103614
chr11,9107214,9107586,373,9107394,83.29,27.2472,4.2144,24.1875,replikate2_peak_4095,9107400
chr11,9109993,9110367,375,9110201,213.8,66.8003,4.29602,63.2635,replikate2_peak_4096,9110180
chr11,9110843,9111169,327,9111011,34.35,17.6571,5.89093,14.7733,replikate2_peak_4097,9111006
chr11,9144838,9145261,424,9145041,11.16,9.08008,6.08115,6.44397,replikate2_peak_4098,9145049.5
chr11,9151600,9152004,405,9151823,27.48,21.8929,9.49215,18.925,replikate2_peak_4099,9151802
chr11,9179104,9179407,304,9179244,44.65,18.8305,5.07214,15.921,replikate2_peak_4100,9179255.5
chr11,9351426,9351732,307,9351629,18.03,9.25272,4.75786,6.60843,replikate2_peak_4101,9351579
chr11,9363322,9363659,338,9363489,23.18,17.4005,8.06109,14.524,replikate2_peak_4102,9363490.5
chr11,9565905,9566461,557,9566099,48.08,30.6604,8.18063,27.548,replikate2_peak_4103,9566183
chr11,9568828,9569371,544,9568964,48.08,19.8491,4.90838,16.9205,replikate2_peak_4104,9569099.5
chr11,9875003,9875271,269,9875107,21.47,9.46042,4.4932,6.80367,replikate2_peak_4105,9875137
chr11,9886618,9887048,431,9886823,36.06,32.785,12.3214,29.644,replikate2_peak_4106,9886833
chr11,9896814,9897294,481,9897048,230.12,121.976,7.70384,117.953,replikate2_peak_4107,9897054
chr11,9906078,9906818,741,9906601,114.2,25.9433,3.19997,22.904,replikate2_peak_4108,9906448
chr11,10050492,10050936,445,10050725,151.98,80.9412,7.64896,77.2721,replikate2_peak_4109,10050714
chr11,10051948,10052422,475,10052190,91.87,58.1689,9.28744,54.7196,replikate2_peak_4110,10052185
chr11,10066423,10066708,286,10066607,77.28,15.8057,2.89917,12.968,replikate2_peak_4111,10066565.5
chr11,10394578,10395123,546,10394855,185.47,83.4001,6.21554,79.7096,replikate2_peak_4112,10394850.5
chr11,10490554,10490897,344,10490762,19.75,21.4521,12.012,18.4925,replikate2_peak_4113,10490725.5
chr11,10505455,10505709,255,10505618,12.02,6.6833,4.34032,4.14643,replikate2_peak_4114,10505582
chr11,10529243,10529585,343,10529450,15.46,15.5993,9.38705,12.7644,replikate2_peak_4115,10529414
chr11,10659729,10660068,340,10659862,46.37,32.8153,9.4733,29.6726,replikate2_peak_4116,10659898.5
